"action_co2_reduction","action_cost","action_description","action_end_year","action_start_year","action_website","country","language","name"
40,110000,"Nel 2010 e nel 2013 sono state installate due casette dell'Acqua. Dati forniti dall'Ufficio tecnico ",2014,2010,"","Italy","it","Pozzuolo M."
5.606,16620,"Efficientamento dell'illuminazione interna degli edifici pubblici",2020,2012,"","Italy","it","Pradalunga"
254.964,NA,"Approvazione di un Allegato Tecnico al Regolamento Edilizio Comunale, che riporta specifiche disposizioni per il risparmio energetico e la sostenibilità ambientale.",2020,2012,"","Italy","it","Pradalunga"
NA,10000,"Una “Green line” che unisce 7 comuni. Un accordo per l’utilizzo di veicoli elettrici o ibridi siglato fra i Comuni di Albino, Alzano Lombardo, Gorle, Nembro, Pradalunga, Ranica e Villa di Serio. I Comuni prevedono di acquistare veicoli ibridi o elettrici nel caso di sostituzione dei propri mezzi, di organizzare incontri operativi per installare entro il 2015 almeno una colonnina di ricarica pubblica in ciascun Comune. Il Comune di Pradalunga, nell’aggiornamento del proprio Regolamento Edilizio ha inserito l’obbligo per tutti gli edifici nuovi, per quelli a destinazione d’uso commerciale e terziario, la predisposizione di stazioni di ricarica per veicoli elettrici con parcheggi dedicati. Attualmente il comune sta predisponendo un bando per la realizzazione e la gestione delle colonnine elettriche.",2020,2013,"","Italy","it","Pradalunga"
95.15,305000,"Nuovo tratto di pista ciclabile sul territorio comunale (percorso: cimitero di San Cassiano-campofiera - tombotto sotto S.S.36) e una piattaforma, in prossimità della stazione ferroviaria di Prata, per dieci biciclette elettriche a pedalata assistita, alimentate da una pensilina fotovoltaica.",2013,2012,"","Italy","it","Prata Camportaccio"
12.77,16530,"Realizzazione di due impianti solari termici su stabili comunali.",2012,2011,"","Italy","it","Prata Camportaccio"
1418,2000,"Approvazione in Consiglio comunale dell'allegato energetico al regolamento edilizio per disciplinare gli interventi di efficienza energetica sugli edifici residenziali privati.",2020,2011,"","Italy","it","Prata Camportaccio"
9.85,50000,"sostituzione n.76 punti luce a vapori d mercurio 125W con lampade SAP 70W",2011,2011,"","Italy","it","Prata d'Ansidonia"
36.51,138600,"Installazione di impianti fotovoltaici da 1 kWpicco per n°63 unità abitative",2020,2013,"","Italy","it","Prata d'Ansidonia"
286.82,313045,"Sostituzione di generatori di calore a combustibili fossili con caldaie a biomasse per il riscaldamento di n°101 unità abitative",2020,2013,"","Italy","it","Prata d'Ansidonia"
200,NA,"initiatives to raise citizens awareness  to a rational use of energy, especially in households activities",2020,2014,"","Italy","en","Pratola Peligna"
14.82,450000,"new construction destined to school activities (nursery school), made in compliance with all legislative prescriptions (Law 10/91, Presidential Decree no. 412/93, Legislative Decree n. 192/05, Legislative Decree n. 311/06 , Presidential Decree 59/09, as amended) concerning energy performance and reduction of energy consumption.",2014,2012," http://www.comune.pratolapeligna.aq.it/ ","Italy","it","Pratola Peligna"
10,NA,"The 'walking bus' is formed by a caravan of children who go to school in groups accompanied by two adults: a 'driver' and a 'controller' that closes the row.",2020,2011," www.comune.pratolapeligna.aq.it ","Italy","it","Pratola Peligna"
13.11,1e+05,"Replacing SAP lamps of part pubblic lightening  w",2012,2011,"","Italy","en","Pratola Peligna"
9.1,2365,"Instal·lació d'un sistemad e telecontrol de la calefacció de l'institut, conjuntament amb la contractació del servei de gestió permanent de l'Agència Local de l'Energia d'Osona (Consell Comarcal d'Osona).",2016,2015,"","Spain","ca","Prats de Lluçanès "
3.16,6900,"Contractació del servei mancomunat de comptabilitat energètica de l'Agència Local de l'Energia d'Osona (Consell Comarcal d'Osona) per portar servei de comptabilitat, gestió de reclamacions de factures, seguiment de consums i assessorament en gestió, estalvi i eficiència energètica.",2020,2010,"","Spain","ca","Prats de Lluçanès "
210,1,"Imiplantació de la recollida de residus porta  a porta de diverses fraccions per millorar el percentatge i la qualitat de la recollida selectiva.",2020,2008,"","Spain","ca","Prats de Lluçanès "
44.861,411840,"Nel  2007  sono  stati  realizzati  due  impianti  fotovoltaici,  uno  sulla  Scuola Materna (5,44 kWp, Bando “Il Sole negli Enti Pubblici”) e uno sul Cimitero  (5,04 kWp). Quest’ultimo però non viene conteggiato nella riduzione delle 
emissioni al 2020 in quanto oggetto di furto.  a futuro si vogliono installare 95 kWp ( municipio,scuola media e scuola elementare)",2013,2011,"","Italy","it","Pregnana Milanese"
308,1,"Dal 2011 il Comune di Pregnana Milanese ha attivato una fornitura di energia verde certificata RECS, (Renewable Energy Certificate System), titoli che attestano l’impiego delle fonti rinnovabili, a copertura del 100% dei consumi elettrici degli edifici pubblici e all’illuminazione pubblica. ",2020,2011,"","Italy","it","Pregnana Milanese"
27.22,620936,"L’Amministrazione  Comunale  si è impegnata ad intraprendere presso le famiglie l’accompagnamento a scuola dei bambini delle elementari. Lo scopo  è soprattutto di tipo educativo . Attualmente si sono coinvolti circa il 20% degli alunni delle scuole elementari  ( circa 97 bambini).Dal    giugno  2009  è  attiva  la  stazione  ferroviaria  di  Pregnana  Milanese  sulla  linea Milano-Torino,  servita  da  un  tratto  di  pista  ciclabile  che  la  collega  al  centro  cittadino.  Ciò  permette  ai  pendolari  da  e  verso  Milano  di  raggiungere  il  treno  in bicicletta ed evitare l’uso dell’automobile fino al posto di lavoro. 
Nelle  valutazioni  della  CO 2  si è considerato che gli spostamenti giornalieri si attestino su un numero di 80 e il percorso medio sia di 5 km (180 giorni di utilizzo all’anno). ",2020,2009,"","Italy","it","Pregnana Milanese"
5.1,8050,"Lluita contra la pobresa energètica. S'assessora a la ciutadania per tal d'assolir estalvi energètic a les llars més necessitades del municipi. Es realitzen auditories energètiques a les llars i es realitzen els canvis necessaris per assolir l'estalvi previst.",2020,2015,"","Spain","ca","Premià de Dalt"
280.64,90000,"Canvi de lluminàries a diferents edificis municipals, s'ha passat de leds (58+8 a 25 w, 36+8 a 20 w i 18+8 a 10w) Canvi de vàlvules termostàtiques als radiadors d'edificis municipals",2015,2011,"","Spain","ca","Premià de Dalt"
682.39,337000,"Substitució de les làmpades de vapor de mercuri per làmpades de vapor de sodi amb reactàncies de doble nivell en l'enllumenat públic.
Instal·lació de rellotges astronòmics als quadres d'enllumenat públic.",2015,2011,"","Spain","ca","Premià de Dalt"
2.92,2.92,"campanyes de minimització de residus als edificis municipals, comerç i domiciliar.",2012,2011,"","Spain","en","Premià de Mar"
7.5,1e+05,"recollida domiciliar d' orgànica i recollida porta a porta d' orgànica comercial.",2012,2011,"","Spain","ca","Premià de Mar"
4.65,127000,"recollida selectiva de 4 fraccions del residus comercials, amb pesatge i bonificació. ",2012,2011,"","Spain","ca","Premià de Mar"
NA,1e+05,"l'azione, che è tuttora in corso, ha permesso l'installazione di sistemi automatici di regolazione: sistemi di regolazione del flusso e sistemi automatici di accensione e spegnimento",2014,2008,"","Italy","it","Premolo"
14.91,117,"L'amministrazione Comunale sta acquistando esclusivamente energia verde certificata per tutti gli edifici e per l'illuminazione pubblica. ",2020,2012,"","Italy","it","Premolo"
0.44,2000,"l'Amministrazione Comunale ha sostituito tutte le lampade votive ad incandescenza con lampade a tecnologia Led",2013,2012,"","Italy","it","Premolo"
14.19,16000,"In collaborazione con l’ufficio di Agenda 21 Locale Dalmine Zingonia (http://www.a21isoladalminezingonia.bg.it/ di supporto per le iniziative in tema di sostenibilità ambientale), tramite la ditta Evbility srl e sponsorizzazione di ditte sul territorio,  il giorno 14 marzo 2015 è stata inaugurata la prima postazione di ricarica auto e moto elettriche.
",2020,2012," http://www.evbility.eu/ ","Italy","it","Presezzo"
53.91,426098,"Sono stati installati a partire dall’anno 2009 all’anno 2012, 6 impianti fotovoltaici, di cui 2 con investimento privato in project financing, e n° 4 in piena proprietà comunale. L'intervento ha portato notevoli benefici in termini di produzione e autoconsumo corrente elettrica.",2013,2005," http://www.presezzo.gov.it/servizi/Menu/dinamica.aspx?idArea=17886&idCat=18569&ID=18569&TipoElemento=categoria ","Italy","it","Presezzo"
1.134,558.76,"Il piedibus Presezzo è attivo dall’anno 2006 grazie alla partecipazione e costanza organizzativa del Comitato genitori: Il progetto trae spunto dal progetto “STRADA AMICA” nell’anno 2000 per “LE CITTA’ SOSTENIBILI DELLE BAMBINE E DEI BAMBINI - LEGGE 285/97”;
Il Progetto strada amica è confluito nelle attività  sovracomunali “dell’ Accordo di Programma  Isola Bergamasca e Bassa val San Martino  Legge 28 agosto 1997, n. 285,  e da una riflessione aperta su mobilità e qualità urbana pedonale e ciclabile, e sicurezza stradale con modalità partecipativa, per coinvolgimento e condivisione delle scuole e della cittadinanza sui progetti per la mobilità e la qualità ambientale urbana. 
",2012,2005," http://cogepresezzo.altervista.org/Piedibus.html ","Italy","it","Presezzo"
78.3,360956.17,"Ristrutturazione di immobili di proprietà comunale. Scuole elementari, medie e Municipio, tramite  I'isolamento di pareti, solai e tetti - nuovi impianti e sostituzione vecchie caldaie ",2020,2012," http://www.presezzo.gov.it/servizi/Menu/dinamica.aspx?idArea=17886&idCat=18569&ID=18569&TipoElemento=categoria ","Italy","it","Presezzo"
541.71,541617,"Sostituzione di generatori di calore a combustibili fossili con caldaie a biomasse per il riscaldamento di n°174 unità abitative",2020,2013,"","Italy","it","Prezza"
63.18,239800,"Installazione di impianti fotovoltaici da 1 kWpicco per n°109 unità abitative",2020,2013,"","Italy","it","Prezza"
1.78,50000,"Efficientamento dell’impianto di riscaldamento dell’edificio comunale in via G. Nazareno: sostituzione caloriferi e pannelli radianti al soffitto",2011,2011,"","Italy","it","Prezza"
707,NA,"Wide diffusion of small and medium size PV plants integrated in residential building",2020,2012,"","Italy","en","Provaglio d'Iseo"
149,NA,"Solar thermal plants diffusion in existing residentialbuildings for hot water needs covering",2020,2012,"","Italy","en","Provaglio d'Iseo"
1053,NA,"replacement of old and low efficiency thermal plants in residential buildings with natural gas condensing boilers and/or wooden biomasses boilers",2020,2012,"","Italy","en","Provaglio d'Iseo"
830,NA,"3 integrated actions concern the residential sector, mainly targeted to space heating consumptions reduction through envelops, windows and roofs retrofitting",2020,2012,"","Italy","en","Provaglio d'Iseo"
10.25,30600,"Renewal Home appliance Plan: Andalucía Energy Agencie Plan Renove (106 home appliance replaced from 2007 until 2010)",2020,2012,"","Spain","en","Pruna"
0.22,6000,"Urban planning criteria of sustainable mobility",2020,2012,"","Spain","en","Pruna"
NA,6000,"Awareness campaigns for farmers. Objectives: reduce inorganic fertilizers and improve the energy efficiency in farming activities",2020,2012,"","Spain","en","Pruna"
16.61,61326,"project of renovation and remodeling of public light.",2010,2010,"","Spain","en","Puebla de Don Fadrique"
7.99,9000,"Subsitution traffic lights",2009,2009,"","Spain","en","Puebla de Don Fadrique"
143.2,10000,"wareness campaign for energy saving and efficiency in the residential sector",2020,2012,"","Spain","en","Puebla de Don Fadrique"
244.26,163000,"Installation of solar thermal energy for sanitary hot water in residential buildings (ongoing)",2020,2011,"","Spain","en","Puente Génave"
11.91,16557,"Energy-saving measures thermal installed in public buildings. Replacement of boilers and fuel",2020,2011,"","Spain","en","Puente Génave"
733.5,33657,"Replacement of conventional chimney for biomass chimney of 15 kW (ongoing)",2020,2011,"","Spain","en","Puente Génave"
555,6000,"The objetive is to show citizen a self-sufficient photovoltaic installation to generate electricity for places where electrical grid is not available. The installation has been installed in the Sala Etnográfica and provide electric energy for lighting.",2020,2012,"","Spain","en","Puerto Lumbreras"
NA,261421.1,"The Local Authority has carried out a contract with an ESCO to provide energy services in the municipal indoor pool improving. The ESCO will finance the energy effciency project and will manage the installation during the period contract. The objectives is saving 33,20% the energy consumption",2020,2012," www.puertolumbreras.es ","Spain","en","Puerto Lumbreras"
57,23430,"The action consists of contracting an Energy Service Company (ESCO) to carry out the integral renovation and management of the public lighting. The main objective of this action is the total renovation of the public lighting system to other one more efficient by using new technologies, thus reducing the energy consumption, CO2 emissions and the related energy and maintenance costs. This initiative is part of the general objective of the Covenant of Mayors and the SEAP.",2020,2012,"","Spain","en","Puerto Lumbreras"
0.87,350000,"instal·lació de calderes de biomassa al sector privat (granges): el projecte és calefacció amb palla, una tecnologia desenvolupada actualment. S'han instal·lat a 3 granges i una caldera en un hotel, a més de turime rural (no amb passa però amb biomassa).",2020,2015,"","Spain","ca","Pujalt"
0.1,7000,"Canvi de les finestres de fusta per finestres d'alumini i millora de l'aïllament d'interiors.",2017,2015,"","Spain","ca","Pujalt"
14.43,6000,"instal·lació d'energia minieòlica a l'àrea de lleure de Conill",2020,2016,"","Spain","ca","Pujalt"
221.84,22951.46,"Nueva gestión de aparcamientos",2020,2013,"","Spain","en","Pulpí"
247.95,818995.98,"Instalación de un nuevo alumbrado público más eficiente",2020,2010,"","Spain","es","Pulpí"
172.87,1643.31,"Promoción de la movilidad sostenible",2020,2007,"","Spain","en","Pulpí"
2129.02,30000,"""Municipal Energy Optimization Program"". - Use of efficient lamps, central HVAC, ...",2020,2007,"","Spain","en","Punta Umbría"
221.15,95000,"Commission or municipal energy manager in order to monitor municipal energy consumptions levels: review of electricity charges and purchasing green power, among other projects.",2014,2011,"","Spain","en","Punta Umbría"
3200,908200,"Landscaping of urban areas",2010,2007,"","Spain","en","Punta Umbría"
NA,48243.27,"Replace street lights with dimmable LED",2020,2015,"","Belgium","en","Puurs"
NA,53427.98,"Alternating dim the public lights acording to a regional masterplan",2017,2013,"","Belgium","en","Puurs"
NA,49028.99,"Photovoltaic panels on 3 municipal buildings. 
In the future 3 more buildings will be accomodated with photovoltaic panels",2020,2015,"","Belgium","en","Puurs"
0.909,NA,"L’Amministrazione nel corso del 2012 ha provveduto a posizionare un’isola di ricarica per veicoli elettrici nell’area antistante il palazzo comunale. L’isola di ricarica è costituita da una pensilina fotovoltaica che permette di ospitare un veicolo di dimensioni medie o 2 mini car.L’impianto fotovoltaico installato sulla pensilina è costituito da 6 pannelli in silicio policristallino per una potenza complessiva installata pari a 1,44 kWp.Il servizio di ricarica è disponibile gratuitamente per tutti i cittadini, per usufruire del servizio è necessario rivolgersi all'Ufficio Relazioni con il Pubblico negli orari di apertura e richiedere l'apposita tessera per l’apertura del contatore della pensilina. Lasciando presso gli uffici un documento di identità valido sarà possibile usufruire gratuitamente dell’isola per la ricarica del proprio veicolo.",2012,2012,"","Italy","it","Quartu Sant'Elena"
1141.81,10,"Nell’ambito dell’Illuminazione pubblica l’Amministrazione Comunale sta attuando un programma d’intervento per rifacimento, ammodernamento, adeguamento normativo ed introduzione di misure di miglioramento dell’efficienza energetica tramite specifico appalto: “Servizi di gestione integrata degli impianti di illuminazione pubblica e realizzazione di interventi di efficienza energetica, di rifacimento e adeguamento normativo degli impianti”.
",2020,2008,"","Italy","it","Quartu Sant'Elena"
NA,NA,"Nel corso degli anni 2005 - 2007 l’Amministrazione Comunale ha attivato il progetto Agenda 21 locale “Quarto ad urbe condita – sviluppo paesaggistico a sostegno del territorio”, finanziato dal Min. Ambiente. A tal fine sono state promosse su tutto il territorio comunale le seguenti azioni:AZIONE A1: coinvolgimento degli attori locali attraverso seminari pubblici a partecipazione aperta; AZIONE A2: costituzione del Forum permanente suddiviso in forum plenario e gruppi tematici di lavoro. Diffusa comunicazione e pubblicizzazione di tutte le iniziative proposte e messe in atto. AZIONE A3: redazione del Rapporto sullo Stato dell'Ambiente (R.S.A.) che costituisce un’analisi di Base sulle caratteristiche sociali, ambientali ed economiche del territorio di Quartu.",2007,2005,"","Italy","it","Quartu Sant'Elena"
0.82,100,"ONE CHAT ABOUT SAVING ENERGY AT HOME",2014,2014,"","Spain","en","Quatretondeta"
7.26,35000,"REPLACING OF EXISTING LIGHTS BY LED AND ADDING ASTRONOMIC PROGRAMMER",2012,2012,"","Spain","en","Quatretondeta"
3.45,35000,"REPLACING OF EXISTING LIGHTS BY LED",2014,2014,"","Spain","en","Quatretondeta"
718.5,344867,"Renewable energy installations",2016,2009,"","Spain","en","Quesada"
1760.8,7000,"Reduction in consumption of domestic water through the meter replacement by other more efficient in households affected by awareness campaigns.",2020,2007,"","Spain","en","Quesada"
1162.53,120000,"Use of the water of depuration for irrigation in agricultural sector.",2020,2007,"","Spain","en","Quesada"
NA,10784.8,"Il PICIL del Comune di Quinto di Treviso è stato adottato nel luglio 2016. Nel piano sono identificati interventi che vanno ad incidere sulla totalità della rete di illuminazione pubblica comunale. Gli interventi previsti riguardano:
-sostituzione di lampade a vapori di mercurio;
-modifica dei punti di fuoco;
-sostituzione dei quadri elettrici.
",2016,2015,"","Italy","it","Quinto di Treviso"
310,3420,"Dall'anno 2014 la P.A. di Quinto di Treviso acquista energia elettrica verde certificata tramite un'apposita convenzione con CONSIP. Il contratto è attualmente confermato ed è in programma il suo mantenimento fino al 2020.",2020,2014,"","Italy","it","Quinto di Treviso"
91.5,1307000,"L'azione si riferisce ad interventi di efficientamento del patrimonio edilizio comunale. Rispetto a quelle preventivate all'interno del PAES sono stati eseguiti interventi sui seguenti edifici: Municipio, Scuola Elementare, Palestra a servizio delle scuole medie.",2018,2016,"","Italy","it","Quinto di Treviso"
300.3,30000,"Il progetto Racale Ecosostenibile ha previsto i seguenti interventi:
- Ecomense;
- Acqua del Sindaco;
- Negozi ecosostenibili;
- Istituzione della ""giornata locale dell'energia"";
",2016,2013,"","Italy","it","Racale"
62,1209500,"•	Creazione di rete ciclabile urbana ed extraurbana che colleghi Torre Suda Con Racale e di un parcheggio  di interscambio con annesso servizio “bike sharing”  per favorire la mobilità ecosostenibile e ridurre la congestione del traffico nella Marina di  Torre Suda  dovuta, nei periodi estivi, alla massiccia presenza turistica.",2016,2016,"","Italy","it","Racale"
757.6,493938.42,"•	L’intervento prevede l’affidamento a un unico soggetto della gestione di 3099 punti luce della pubblica illuminazione
•	Sostituzione delle lampade al vapore di mercurio con nuove lampade al sodio ad alta efficienza per aumentare l’efficienza energetica
",2006,2005,"","Italy","it","Racale"
10.68,3000,"Sustitución de iluminación interior.",2018,2015,"","Spain","es","Rafal"
411.68,160,"Charla en centros educativos de  Rafal.",2020,2013,"","Spain","es","Rafal"
21.28,41668.88,"Mejora de la eficiencia energética en alumbrado
público. Sustitución luminarias VS 150 W por LED
de 41 W en C/ RAFAEL ALBERTI Nº17
Mejora de la eficiencia energética en alumbrado
público. Sustitución luminarias VS 150 W por LED
de 19-28-41 W en C/ RAFAEL ALBERTI Nº5.",2016,2016,"","Spain","es","Rafal"
177.21,672650,"Installazione di impianti fotovoltaici da 1 kWpicco per n°306 unità abitative",2020,2013,"","Italy","it","Raiano"
1403.86,1587924,"Sostituzione di generatori di calore a combustibili fossili con caldaie a biomasse per il riscaldamento di n°489 unità abitative",2020,2013,"","Italy","it","Raiano"
1.49,25000,"Installazione di collettori solari termici (8 mq)",2015,2015,"","Italy","it","Raiano"
203.6250854,1593000,"Fotovoltaico su edifici residenziali (<20kW)
",2020,2008,"","Italy","it","Ranco"
210.71,8370223,"Rinnovo parco autoveicolare privato",2020,2005,"","Italy","it","Ranco"
39.983016,312682,"Fotovoltaico su industrie
",2012,2010,"","Italy","it","Ranco"
86.38,540000,"Gli impianti fotovoltaici attualmente installati sono ubicati su:
*scuola elementare 60,72kWp,
*scuola media 30,08kWp,
*asilo43,48,
*centro sportivo19,74kWp.
questi impianti sono stati tutti installati nel 2011 e sono di proprietà di una società di servizi.",2015,2005,"","Italy","it","Ranica"
11.82,1610,"L'amministrazione Comunale ha voluto installare orologi astronomici nei quadri elettrici dell'illuminazione pubblica al fine di ottimizzare i consumi.",2015,2012,"","Italy","it","Ranica"
NA,2100,"Sono state sostituite tutte le lampade del Cimitero",2015,2013,"","Italy","it","Ranica"
0.54,10000,"L'Amministrazione Comunale nel novembre 2014 ha provveduto a sostituire la vecchia caldaia del campo sportivo con una nuova caldaia a condensazione.
",2014,2014,"","Italy","it","Ranzanico"
0.968,50000,"L'Amministrazione Comunale nel 2014 ha sostituito la vecchia Fiat Punto e il Porter Piaggio, ormai vecchi e molto inquinanti, con due nuovi veicoli Euro 5: una Fiat Sedici e un nuovo Porter Piaggio.",2015,2013,"","Italy","it","Ranzanico"
1.28,20000,"L'Amministrazione Comunale nel novembre 2014 ha provveduto a sostituire le vecchie caldaie degli Uffici Comunali e dell'Ufficio Tecnico e Sala Consiliare con due nuove caldaie a condensazione ",2014,2014,"","Italy","it","Ranzanico"
NA,1,"Succesful participation at Car Free Day 2015 and 2016, rewarding participants with a free lunch
",2020,2014,"","Belgium","en","Ravels"
NA,110,"Replacing old vehicles powered by diesel by 3 new vehicles on compressed natural gas (CNG): 1 car and 2 IVEKO light trucks
",2020,2014,"","Belgium","en","Ravels"
NA,NA,"providing a new electric service bike that can also be tested by staff for commuting, thus promoting staff to commute by bike
",2020,2014,"","Belgium","en","Ravels"
115.4,35000,"During 2013, two sources of Urban Water were inaugurated by the Muncipality of Ravenna in collaboration with Romagna Acque and HERA Spa.  The first is located in Piazza Zaccagnini (launched on 23/01/2013) and second one in Piazza Medaglie d’Oro (launched on 04.07.2013).
The urban water sources provide people good and controlled still and sparkling water to drink, while respecting the environment.",2020,2013,"","Italy","it","Ravenna"
64210.44,NA,"Aim of the action is to increase the local production of energy from local photovoltaic plants.
To promote the action new specific rules have been included in the Urban Building Regulations, aimed at simplifying administrative procedures for the installation of photovoltaic systems and to clearly identify suitable areas for new installations in order to improve the photovoltaic market.",2020,2008,"","Italy","it","Ravenna"
133.1,130000,"Installation of photovoltaic systems on schools for the local production of electricity from renewable sources. Since 2008, photovoltaic plants have been installed on 13 school buildings in Ravenna. Additional photovoltaic systems are planned to be implemented on five schools.",2016,2008,"","Italy","it","Ravenna"
8074,5e+06,"The new contract for the provision of public lighting service and the management of traffic lights and signaling aims to energy savings of 12.4% to be achieved within three yearas a result of new interventions.
The tender included the “Green” requirement of at least 50% of energy supply from renewable resources.
The company ""CPL Concordia"", which won the bidding in 2013, proposed to have 100% of energy from renewable sources. Moreover the company proposed an innovative system to control and adjust the switching on and off of the public lighting. The contract includes the replacement of old, high consuming public light points with LED technology.",2020,2014,"","Italy","it","Ravenna"
5930.5,NA,"Aim of the plan, which is part of the General Urban Mobility Plan, is to promote a sustainable mobility through specific initiatives and actions eg. “cycling bus”, “walking bus”, etc., along the existing cycle and pedestrian routes. The plan provide actions aimed at expanding and improving the network of cycle paths to encourage the use of the bicycle instead of private cars.",2020,2012,"","Italy","it","Ravenna"
3535.25,8386658.25,"Since 2008 Ravenna Municipality contracts for electricity supply for municipal buildings is 100% certified to be from renewable sources.
The transition to 100% green energy from renewable energy sources is recognized as emissions are not produced.
Each year the supplier company provides the certificates of electricity generated 100% from renewable sources.",2020,2008,"","Italy","it","Ravenna"
7360.8,67230255,"The objective of the Dock's operational Plan is the transformation of a port and production  area, largely abandoned, in a new sustainable urban neighborhood, with new technologies and innovative systems that can improve the quality of housing, work and life, with a constant and active involvement of its inhabitants.
The plan implements action to promote energy savings, use of renewable energy sources, rationale use of water resources, sustainable waste management aimed at a “zero waste production”.",2020,2015,"","Italy","it","Ravenna"
762.95,2e+06,"Al 31-12-2014 il Comune di Reggio Emilia ha installato 34 impianti fotovoltaici:
9 scuole primarie
9 scuole secondarie di primo grado
3 palestre
3 centri sociali
1 rotatoria
1 scuola dell'infanzia
2 cimiteri
1 impianto sportivo
1 palazzo giustizia
1 edilizia residenziale
3 altro",2020,2010,"","Italy","it","Reggio Emilia"
16648.52,28800000,"Costruzione di piste ciclabili in sede separata e in sede promiscua.
Anno 2000: 56 km
Anno 2015: 200 km
Anno 2020 (previsione): 200 km
Delta 2000-2015= 144 km",2020,2000,"","Italy","it","Reggio Emilia"
1306.56,1750000,"Riqualificazione dell'illuminazione pubblica attraverso:
- sostituzione delle lampade dei punti luce  dell'illuminazione pubblica (500.000 €)
- sostituzione delle lampade semaforiche con lampade a LED (400.000 €)
- installazione di regolatori di flusso (850.000 €)",2014,2010,"","Italy","it","Reggio Emilia"
2.57,31997.51,"Installation of frequency drive for 3 pumping points",2013,2013,"","Spain","en","Relleu"
0.1,2415.06,"Replace lights with LED in town hall",2013,2013,"","Spain","en","Relleu"
1.83,7711,"Improve pumping group of small well",2014,2014,"","Spain","en","Relleu"
NA,160000,"Pista ciclopedonale Castelminio – Albaredo: Progetto approvato dal CC il 30.04.2016 che permetterà di collegare Castelminio ad Albaredo  e fa da raccordo tra le piste ciclabili esistenti
Pista ciclopedonale via Montegrappa:  collegamento dal centro della frazione S. Marco con i quartieri periferici.  La pista parte dal cimitero fino ai confini del territorio comunale confinante con Castelfranco.
Pista Ciclopedonale lungo SR 245 ""Castellana"": progettazione definitiva conclusa, approvata la variante urbanistica preordinata all'espropriazione per pubblica utilità delle aree necessarie.
Altre Piste ciclabili: Ca’ Zane/Trieste, Croce Lato Ovest, Via Fossetta, Via Santa Brigida, Via Venezia.
",2020,2008,"","Italy","it","Resana "
NA,NA,"Tra le evidenze da citare sono:
•distribuzione pasti a domicilio per diete specifiche attivata nel 2016;
•18 orti comunali dati in concessione ai residenti a partire dal 2015: 18 +16 orti che sono stati tutti assegnati nel 2016.
•dato della ""Casa dell'Acqua"" nel Comune di Resana non disponibile.
Da evidenziare “un mercato minore” su area pubblica con 19 posteggi, 5 riservati al settore alimentare, 12 al settore non alimentare e 2 ai prodotti agricoli. Rilevanti le produzioni orticole (radicchio e asparago) e frutticolo (mele, pesche) oltre agli allevamenti.",2020,2014,"","Italy","it","Resana "
795.6,NA,"L’azione mira a ridurre le emissioni di CO2 dovute ai rifiuti indifferenziati. L’Amministrazione Comunale intende proseguire su questa linea, programmando al 2020 la totale eliminazione della quota indifferenziata e delle relative emissioni con gli obiettivo al 2020 di -795,6 tCO2 e 90% di riciclaggio.",2020,2008,"","Italy","it","Resana "
207.07,1600000,"Il Comune di Rescaldina nel 2011 ha aderito al Progetto pilota della Provincia di Milano ""Energy Efficiency Milan Covenant of Mayors”, con edifici di proprietà comunale mettendo a disposizione le diagnosi energetiche di dettaglio dei propri edifici. Il progetto prevede la riqualificazione energetica degli edifici realizzata tramite una ESCo, in PPP, con finanziamento BEI. Sono previsti interventi di tipo impiantistico ed edile. E’ prevista la riqualificazione della centrale termica per tutti gli edifici, l’installazione del solare termico, la realizzazione di un cogeneratore e di una rete di teleriscaldamento, il cappotto termico e l’isolamento delle coperture.",2020,2013,"","Italy","en","Rescaldina"
1451.96,500,"Redazione del Regolamento Energetico Comunale al fine di stabilire una normativa specifica in materia energetica per tutte le costruzioni del territorio comunale.",2014,2012,"","Italy","en","Rescaldina"
1682.74,10350,"Il Comune ha aderito alla società Infoenergia e nell'attività prevista è svolto il servizio di sportello al cittadino che fornisce consulenza specifica in campo energetico gratuitamente con cadenza bimensile.",2020,2006,"","Italy","it","Rescaldina"
