,name,country,emissions_baseline_year,percent_emissions_municipal,percent_emissions_tertiary,percent_emissions_residential,percent_emissions_public lighting,percent_emissions_transport,tons_co2_municipal,tons_co2_tertiary,tons_co2_residential,tons_co2_public lighting,tons_co2_transport,energy_consumption_baseline_year,percent_energy_consumption_municipal,percent_energy_consumption_tertiary,percent_energy_consumption_residential,percent_energy_consumption_public lighting,percent_energy_consumption_transport,mwh_energy_consumption_municipal,mwh_energy_consumption_tertiary,mwh_energy_consumption_residential,mwh_energy_consumption_public lighting,mwh_energy_consumption_transport,percent_energy_consumption_from_electricity,percent_energy_consumption_from_fossil fuels,mwh_energy_consumption_from_electricity,mwh_energy_consumption_from_fossil fuels,emissions_factor,tons_co2_per_capita,mwh_per_capita,percent_emissions_non-energy related,tons_co2_non-energy related,percent_energy_consumption_from_renewables,mwh_energy_consumption_from_renewables,percent_emissions_industry,tons_co2_industry,percent_energy_consumption_industry,mwh_energy_consumption_industry,percent_emissions_other,tons_co2_other,percent_energy_consumption_other,mwh_energy_consumption_other,percent_energy_consumption_from_heat/cold,mwh_energy_consumption_from_heat/cold
5745,Morimondo,Italy,2005,18.67,,,,66.18,473.916,,,,1680.11502,2005,5.89,9.34,47.55,0.18,11.54,1764,2796.94,14238.43,54.39,3456.74,70.86,28.55,3721.32,1499.44,LCA,2.11,4.37,15.16,384.76,0.59,30.86,,,25.49,7633.85,,,,,,
5746,Morino,Italy,2005,2.76,13.55,59.40,3.27,21.01,115.1823,564.8703,2475.5398,136.206,875.6595,2005,2.92,8.99,66.45,1.68,19.96,490.5,1508.4,11153.1,282,3350.1,16.96,74.54,2846.4,12511,IPCC,2.72,10.96,,,8.50,1426.4,,,,,,,,,,
5747,Moriondo Torinese,Italy,2000,1.27,5.20,44.52,1.20,41.42,46.406,190.268,1630.393,43.953,1516.922,2000,1.08,4.23,55.44,0.52,33.72,188,737,9648,91,5868,6.30,74.82,1096,13021,IPCC,4.73,22.46,,,18.88,3286,,,,,6.39,234.069,5.00,871,,
5748,Morlupo,Italy,2004,0.03,8.14,35.54,0.42,50.58,7.6201343984,2391.848479912,10445.159590963,123.3722095664,14867.522386687,2004,0.02,6.09,36.86,0.27,52.28,15.86999,5816.76601,35184.42609,256.93979,49896.08069,16.57,81.18,15817.2565,77481.7025,LCA,4.07,13.20,,,2.25,2148.25608,5.30,1558.0895444639,4.48,4277.13253,,,,,,
5749,Mornico al Serio,Italy,2005,1.53,16.81,61.93,1.54,18.19,153.73938,1686.13265,6212.58231,154.516,1824.65952,2005,1.59,14.10,66.81,0.90,16.61,685.65,6082.93,28823.53,386.29,7166.5,12.52,83.09,5400.11,35849.98,IPCC,3.79,15.58,,,4.39,1894.81,,,,,,,,,,
5750,Morro d'Oro,Italy,2005,,,,,17.95,,,,,1722.1613,2005,2.38,20.14,58.40,1.25,17.83,890.3,7541.7,21870.1,468.9,6679.1,17.70,78.63,6627.3,29447.6,IPCC,2.82,10.59,,,3.67,1375.2,,,,,82.05,7872.9491,,,,
5751,Morrone del Sannio,Italy,2005,1.00,3.45,35.85,6.95,52.75,12.8714,44.27166,459.92879,89.1576,676.86003,2005,1.25,4.78,30.57,4.17,59.23,54.8,209.36,1339.81,182.7,2595.87,19.03,80.76,833.92,3539.34,IPCC,1.83,6.23,,,0.21,9.4,,,,,,,,,,
5752,Morrovalle,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5753,Morshyn,Ukraine,2012,2.92,27.89,22.46,0.41,3.15,1611.4715,15386.62794,12388.53646,224.4888,1736.775,2012,2.75,24.65,31.60,0.16,4.40,4171.35,37421.37,47972.23,246.15,6687,21.13,68.67,32079.48,104256.64,IPCC,9.14,25.15,,,,,43.17,23814.39634,36.44,55324.02,,,,,10.20,15486
5754,Mortara,Italy,2005,1.46,21.49,60.65,0.65,15.75,964.65548,14206.05566,40099.62886,432.772,10412.66476,2005,1.48,17.86,65.70,0.39,14.58,4138.07,50096.88,184274.37,1081.93,40900.61,14.07,83.56,39467.25,234381.09,IPCC,4.45,18.41,,,2.37,6643.52,,,,,,,,,,
5755,Moruzzo,Italy,2013,1.48,7.11,48.10,0.90,37.04,152.7368,732.22615,4950.84806,92.4102,3812.5233,2013,1.39,6.49,55.07,0.62,32.09,639.25,2977.29,25264.49,282.6,14722.69,9.84,71.95,4512.39,33008.15,IPCC,4.20,18.67,,,18.22,8358.51,0.65,66.9696,0.45,204.8,4.72,485.86911,3.90,1787.93,,
5756,Mortsel,Belgium,2011,2.29,19.07,47.87,0.26,23.55,1741.878,14524.719,36461.383,200.152,17935.545,2011,2.39,19.83,50.50,0.28,19.82,8576,71268,181495,1016,71208,19.97,77.91,71749,279966,IPCC,3.07,14.49,,,2.13,7648,4.88,3718.446,5.08,18257,2.08,1583.473,2.10,7543,,
5757,Morón de la Frontera,Spain,2007,2.29,11.75,13.27,,36.75,3239.55,16617.6,18776.7,,51987.4582,2007,,,,,44.10,,,,,201428.24,27.23,70.15,124396,320427.05,IPCC,5.01,15.77,3.87,5476,2.62,11971.28,12.26,17344.35,,,19.81,28028.4228,55.90,255366.09,,
5758,Mos,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,National/sub-national,,,,,,,,,,,,,,,,
5759,Moschato - Tavros,Greece,2009,0.35,3.67,48.29,1.55,46.13,986.42839,10231.65146,134495.45155,4313.94348,128464.85201,2009,0.16,1.93,38.76,0.43,58.71,1398.22,16674.35,334600.12,3754.52,506886.99,7.41,92.59,64008.89,799305.32,IPCC,6.96,21.58,,,,,,,,,0.00,0.036489999998339,0.00,3.0E-16,,
5760,Mosciano Sant'Angelo,Italy,2005,1.49,25.45,49.14,3.19,20.74,388.4116,6635.9367,12811.9059,831.6294,5406.5844,2005,1.37,21.89,54.94,1.70,20.10,1384.2,22143.2,55563.4,1721.8,20328.2,18.48,77.83,18686.2,78722.7,IPCC,3.05,11.41,,,3.69,3732,,,,,,,,,,
5761,Moscufo,Italy,2005,0.26,3.78,9.33,1.23,85.41,43.05723,625.68528,1545.57636,203.67627,14155.31193,2005,0.22,3.00,9.63,0.67,86.48,141.75,1895.69,6093.69,421.69,54706.43,3.88,96.12,2456.66,60802.61,IPCC,5.11,19.52,,,,,,,,,,,,,,
5762,Mosnita Noua,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5763,Mossa,Italy,2007,1.63,8.24,29.81,1.10,34.69,147.6989,744.5305,2693.0647,99.6489,3133.6035,2007,1.81,5.53,40.25,0.63,35.37,625.7,1910.3,13905.4,217.1,12222.1,22.07,69.05,7626.1,23855.7,IPCC,5.45,20.84,,,8.88,3068.9,24.53,2215.8889,16.41,5670.1,,,,,,
5764,Mossano,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,4.90,15.85,,,,,,,,,,,,,,
5765,Mosta,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5766, Mostar,Bosnia-herzegovina,2014,1.16,19.29,43.39,1.68,34.48,3740.5851,62036.8692,139528.91645,5386.62474,110879.5872,2014,1.27,14.30,29.56,0.96,53.91,9832,110985.76,229390.85,7450.38,418397.61,35.76,59.02,277493.72,458006.25,IPCC,2.84,6.86,,,5.23,40556.63,,,,,,,,,,
5767,Motca,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5768,Motril,Spain,2007,2.53,9.47,9.36,,28.17,10549.35,39568.05,39118.5,,117686.5649,2007,,,,,32.77,,,,,456395.59,19.08,80.48,265693,1121024.4,IPCC,7.10,23.57,3.21,13405,0.44,6150.64,7.26,30325.95,,,40.00,167112.1039,67.23,936427.44,,
5769,Motta Camastra,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5770,Motta D'Affermo,Italy,2011,3.75,18.73,27.79,6.98,27.67,78.1458,389.7962,578.4302,145.3598,575.9218,2011,3.25,12.64,28.39,4.66,33.89,211.6,824.4,1850.9,304.1,2209.6,35.95,56.37,2344.2,3675.7,IPCC,2.51,7.88,,,7.68,500.6,1.96,40.84,1.50,97.5,13.11,272.9533,15.68,1022.4,,
5771,Motta Montecorvino,Italy,2005,2.20,59.61,25.35,5.03,6.87,47.26425,1278.04572,543.41724,107.81526,147.24402,2005,1.94,31.61,56.24,2.64,6.89,164.27,2672.16,4754.36,223.22,582.9,46.05,12.45,3893.13,1052.13,IPCC,2.35,5.42,,,41.50,3508.8,0.94,20.22921,0.68,57.15,-0.00,-7.5885964179179E-15,0.00,9.0949470177293E-13,,
5772,Motta San Giovanni,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,Motta Sant'Anastasia,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,Motta Santa Lucia,Italy,2011,2.90,1.05,53.63,2.43,39.99,44.028048,15.926,813.250598,36.8271,606.491772,2011,2.26,0.71,48.71,1.51,46.82,112.08,35,2415.94,74.7,2322.2,23.57,76.43,1168.97,3791.08,IPCC,1.73,5.65,,,,,,,,,,,,,,
5775,Motta Visconti,Italy,2005,,,,,21.71,,,,,4912.94,2005,,,,,20.05,,,,,19156,15.82,80.18,15116,76613,IPCC,3.31,13.40,,,4.00,3823,,,,,78.29,17712.92,79.95,76395,,
5776,Motta di Livenza,Italy,2005,0.79,22.82,28.60,1.33,46.47,339.393,9771.9637,12247.6156,567.9114,19902.825,2005,0.77,18.16,29.71,0.78,50.58,1162.4,27394.4,44808.4,1175.8,76287,18.57,81.43,28005.7,122822.3,IPCC,4.17,14.67,,,,,,,,,,,,,,
5777,Motteggiana,Italy,2005,0.51,9.15,35.22,0.99,10.49,81.56247,1455.67056,5601.03673,158.12937,1667.58356,2005,0.60,8.26,46.60,0.57,11.20,346.42,4783.163232,26995.56348,327.39,6487.13328,24.34,68.55,14099.18,39710.45,IPCC,6.85,23.18,,,7.12,4122.81,43.63,6936.87867,32.79,18995.95413,0.00,1.3089902495267E-12,-0.00,-1.6742E-26,,
5778,Moudros (Aegean Islands),Greece,2008,2.51,13.51,45.11,2.39,36.49,716.685,3864.049,12896.998,682.24,10432.374,2008,1.13,6.63,28.12,1.01,63.10,730,4295,18210,656,40858,25.05,70.67,16218,45758,IPCC,,,,,4.28,2774,,,,,,,,,,
5779,Moukhtara,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,Moura,Portugal,2008,2.78,10.61,19.46,1.69,53.88,874.365,3341.788,6129.075,532.855,16969.283,2008,2.35,8.45,19.32,1.30,56.05,2704,9731,22246,1501,64549,29.96,70.04,34504,80651,IPCC,1.91,6.52,,,,,11.59,3649.124,12.53,14424,,,,,,
5781,Mouscron,Belgium,2012,1.76,11.81,34.40,0.27,5.66,3623136842,24331374245,70856623792,564073926,11650588820,2012,1.34,11.94,32.57,0.28,15.57,22902,203354,554973,4803,265289,25.19,74.07,429142,1262078,IPCC,"3,665,896.32",29.85,,,0.74,12572,46.02,94790168781,38.06,648394,0.09,178079364,0.24,4077,,
5782,Movileni,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,Moya,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
5784,Mozzagrogna,Italy,2005,0.53,29.14,42.30,2.02,22.47,43.58858,2412.07286,3500.9284,167.60583,1859.54691,2005,0.57,31.86,43.90,1.09,22.59,180.98,10164.84,14007.78,347.01,7207.12,12.64,87.36,4033.22,27874.49,IPCC,3.82,14.71,3.54,293.25,,,,,,,-0.00,-2.1964297047816E-13,0.00,3.6379788070917E-12,,
5785,Mozzanica,Italy,2005,3.19,20.28,50.16,1.22,25.16,383.284,2437.275,6029.794,146.4,3023.994,2005,3.33,17.48,55.86,0.73,22.61,1672,8780,28060,366,11357,16.49,77.98,8375,39595,IPCC,2.86,11.41,,,5.52,2805,,,,,,,,,,
5786,Mozzecane,Italy,2010,1.04,31.85,57.61,1.91,7.59,178.896,5472.511,9900.345,328.38,1304.629,2010,1.06,27.32,62.70,1.26,7.67,707,18287,41967,842,5133,26.85,72.65,17975,48629,IPCC,2.55,9.88,,,0.49,331,,,,,,,,,,
5787,Mozzo,Italy,2005,1.29,14.35,61.32,0.72,22.33,289.12296,3226.09451,13786.31451,161.244,5020.2361,2005,1.29,11.71,65.81,0.42,20.77,1225.46,11129.46,62524.8,403.11,19731.65,13.90,83.38,13176.66,79069.51,IPCC,3.10,12.71,,,2.72,2580.35,,,,,0.00,1.9824142327707E-15,,,,
5788,Mscislaŭ,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,Mtskheta,Georgia,2014,2.79,4.43,37.67,0.66,46.55,423.6858,673.03694,5719.81214,100.33712,7068.95856,2014,3.48,5.37,44.87,1.47,44.81,2280.37,3515.65,29385.71,964.78,29342.72,6.97,92.59,4565.99,60638.04,IPCC,1.55,6.68,7.90,1200,0.44,285.2,,,,,,,,,,
5790,Mugardos,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,Mugnano di Napoli,Italy,2010,0.69,15.86,36.22,1.02,44.58,543.63566,12478.227,28498.84,800.6976,35080.65558,2010,0.64,11.94,37.49,0.57,47.82,1871.93,34796,109293,1668.12,139400.81,19.90,72.09,58027.22,210160.65,IPCC,2.28,8.46,,,8.01,23337.01,,,,,1.63,1285.89604,1.54,4495.02,,
5792,Mula,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,Mulazzano,Italy,2005,1.05,4.15,31.63,0.42,12.86,300.7332,1185.8965,9044.3358,120.4,3677.2661,2005,1.15,3.75,34.11,0.26,12.30,1349.1,4405.8,40095.8,301,14453.2,16.56,81.74,19461.5,96078.2,IPCC,5.45,22.41,,,1.70,1995.1,49.89,14266.2653,48.44,56929.9,,,,,,
5794,Mulhouse Alsace Agglomération,France,1990,2.82,11.18,30.12,0.10,32.46,31239.2403,123733.6291,333304.2054,1054.9864,359276.4241,1990,2.60,15.90,31.65,0.32,29.18,117278,718274,1430238,14612,1318389,21.74,74.87,982379,3382998,IPCC,4.67,19.08,8.96,99107,2.16,97761,14.37,158997.1583,20.35,919672,,,,,1.22,55324
5795,Mungia,Spain,2009,1.61,16.18,21.90,1.51,51.92,994.3636,10016.7606,13559.7412,933.6456,32142.1158,2009,1.81,14.31,23.07,1.26,59.55,3605,28576.6,46052.6,2509.8,118885.9,25.23,74.26,50366.6,148253.3,IPCC,3.74,12.01,6.89,4263,0.51,1010,,,,,,,,,,
5796,Municipality of Arta ,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,Municipality of Bosanski Petrovac,Bosnia-herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,11.18,18.63,,,,,,,,,,,,,,
5798,Municipality of Chalkidona,Greece,2011,12.56,2.79,79.93,3.37,1.35,10261.677,2275.647,65276.265,2751.855,1105.635,2011,4.62,1.34,91.79,0.83,1.43,13397,3896,266379,2395,4145,64.98,35.02,63171,34040,IPCC,2.43,2.89,,,,,,,,,,,,,,
5799,Municipality of Eastern Mani,Greece,2011,2.22,23.64,41.05,4.18,24.63,1753.31566,18637.422,32369.64946,3292.52844,19423.3132,2011,1.14,11.44,30.73,1.86,49.70,1749.34,17612.7,47296.49,2865.56,76486.8,28.34,63.27,43618,97376.21,IPCC,6.06,11.83,,,8.39,12905.75,4.28,3372.06013,5.13,7889.07,,,,,,
5800,Municipality of Hammana,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,Municipality of Karpenisi,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,Municipality of Kula,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,Municipality of Loures,Portugal,2008,2.02,16.37,10.72,0.59,41.02,20196.22564,163927.2603,107319.0133,5926.509,410709.0054,2008,0.17,89.58,0.92,0.04,4.18,62574,33507448,342279,16061,1563535,2.28,97.72,851324,36551468.9,IPCC,5.03,17.29,2.39,23944.06,0.00,230,26.89,269220.1799,5.11,1911125,-0.00,-0.30433999998933,-0.00,-1.9E-14,,
5804,Municipality of Monastir,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
5805,Municipality of Priboj,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,Municipality of Zografou,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,Municipio Santo Tirso,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,Municipis de la Serra de l’Estela de l’Alt Empordà,Spain,2005,0.96,9.34,19.44,1.22,58.06,217.46888,2120.31083,4413.3026,276.51728,13181.15034,2005,0.73,7.46,17.45,0.85,73.52,494.36,5057.67,11828.86,574.88,49849.68,15.94,84.06,10806.9,56998.55,IPCC,7.35,21.94,10.99,2495.3,,,,,,,,,,,,
5809,Municipiul Focsani,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,Municipiul Petrosani,Romania,2011,6.76,11.12,47.13,0.96,23.72,11691.19303,19227.1283,81461.1133,1654.5002,40994.53413,2011,3.92,5.25,41.47,0.49,32.29,18913.07,25352.55,200118.03,2360.2,155795.23,11.10,83.13,53552.52,401134.22,IPCC,4.05,11.30,,,,,10.30,17803.3857,16.58,80004.57,,,-0.00,-5.8207660913467E-11,5.77,27856.91
5811,Município de Boticas,Portugal,2008,5.09,17.43,28.71,7.84,40.92,432.195713,1478.591233,2436.269094,665.481168,3471.808593,2008,4.72,16.53,26.44,6.27,46.04,1356.965,4750.669,7600.546,1803.472,13233.755,36.67,63.33,10541.546,18203.861,IPCC,1.48,5.01,,,,,,,,,0.00,2.0645529730246E-13,,,,
5812,Município de Mealhada,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
5813,Município de Vila do Bispo,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,Muntanyola,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,Mura,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,Muras,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
5817,Muravera,Italy,2007,4.10,44.98,26.65,0.33,0.16,757.325433,8311.03938,4924.35234,61.410069,29.4594,2007,3.71,45.77,23.52,0.27,0.24,1741.011,21466.7,11032.38,127.143,113.8,56.38,43.62,26445.422,20459,IPCC,3.67,9.32,,,,,23.79,4395.322404,26.49,12423.388,0.00,1.0149960871786E-12,0.00,7.2759576141834E-12,,
5818,Murcia,Spain,2007,0.87,22.13,20.49,1.28,42.45,18589.30546,473814.26984,438800.66433,27378.5732,908891.0481,2007,0.74,20.22,18.19,1.07,59.78,43268.99,1180010.7,1061471.18,62224.03,3487798,34.69,64.50,2024222.09,3763303.46,IPCC,5.06,13.80,12.79,273803,0.81,47246.86,,,,,0.00,0.0020200000018812,-0.00,-2.32831E-10,,
5819,Murillo del Fruto,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,Murla,Spain,,,,,,,,,,,,2007,7.85,6.97,72.68,5.36,7.14,220.3,195.6,2040.1,150.4,200.4,61.71,38.12,1732,1070,IPCC,,,,,0.17,4.8,,,,,,,,,,
5821,Muro,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,Muro Leccese,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,Muro Lucano,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,Muro de Alcoy,Spain,2007,8.00,32.82,50.96,1.14,7.08,1360.77366,5585.8995,8672.11567,194.53824,1205.6778,2007,6.60,28.07,55.10,0.91,9.33,3270.13,13912.6,27310.36,450.32,4623.18,56.98,43.02,28243.08,21323.51,IPCC,1.98,5.76,,,,,,,,,,,,,,
5825,Muros						 ,Italy,2010,0.72,9.82,9.77,0.48,33.00,50.7672,691.89624,688.11846,33.96218,2325.3246,2010,0.69,8.41,10.37,0.35,41.60,131.9,1596,1968.3,66.1,7896.4,34.33,64.10,6516,12166,LCA,8.35,22.41,,,1.57,298.4,46.21,3256.38612,38.58,7321.8,-0.00,-1.4551915228367E-13,,,,
5826,Murtas,Spain,2007,2.48,7.50,8.90,,31.33,159.6375,483.462,573.3855,,2019.0684,2007,,,,,28.17,,,,,7821.33,12.83,65.18,3561.42,18097.48,IPCC,8.88,29.83,2.51,162,21.99,6105.8,5.99,386.154,,,41.29,2660.7752,71.83,19943.37,,
5827,Murtosa,Portugal,2008,1.98,6.66,16.54,2.57,58.25,624.79378,2106.97327,5229.43529,811.44207,18417.58299,2008,1.65,5.48,13.43,2.03,65.79,1786.22,5927.13,14528.67,2199.03,71160.21,30.99,69.01,33520.25,74644.15,IPCC,3.04,10.40,,,,,9.61,3038.69886,7.88,8518.76,4.39,1389.01656,3.74,4044.38,,
5828,Murça,Portugal,2009,2.17,11.15,12.61,3.37,59.75,478.262,2461.079,2782.704,743.73,13188.84,2009,1.44,9.18,19.30,2.23,58.49,1233,7853,16511,1907,50044,17.34,72.74,14832,62231,IPCC,3.60,13.95,,,9.92,8490,4.93,1088.906,3.57,3058,6.03,1330.568,5.78,4947,,
5829,Muscoline,Italy,2007,1.11,16.70,59.66,1.36,21.17,70.3525,1059.13523,3783.90646,86.27346,1342.77432,2007,1.14,10.93,68.34,0.64,18.95,318.26,3050.94,19069.53,178.62,5288.18,13.53,70.85,3776.99,19772.16,IPCC,2.77,10.27,,,15.61,4356.39,,,,,,,,,,
5830,Musenita,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,Museros,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,Musile Di Piave,Italy,2005,0.90,12.79,43.67,0.75,41.88,390.2021,5539.448,18912.6952,324.6048,18138.1219,2005,0.98,9.69,45.99,0.42,42.93,1590.71,15731.23,74700.16,676.26,69726.31,12.86,87.14,20885.42,141540.48,IPCC,4.01,15.04,,,,,0.00,0.5904,0.00,1.23,0.00,1.4551915228367E-12,,,,
5833,Muskiz,Spain,2009,2.02,10.00,22.13,1.86,59.35,512.86073,2538.35922,5616.13113,472.30887,15061.11624,2009,1.66,9.18,22.57,1.51,65.08,1517.41,8396.76,20636.43,1385.07,59515.23,20.18,72.74,18453.7,66520.65,IPCC,3.45,12.44,4.64,1176.23,7.08,6476.55,,,,,,,,,,
5834,Mussomeli,Italy,2011,0.71,14.61,31.47,2.13,36.99,183.679,3802.0986,8186.6966,553.1394,9623.94258,2011,0.63,12.66,30.26,1.51,40.66,571,11548.4,27597.1,1379.4,37081.42,25.32,73.80,23094.93,67308.97,IPCC,2.36,8.28,,,0.87,795.7,,,,,14.09,3666.56858,14.28,13022.28,,
5835,Musson,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5836,Mutxamel,Spain,2007,0.36,10.17,23.37,0.95,65.15,255.7509,7274.0579,16714.193,681.032,46601.6814,2007,0.27,7.21,16.67,0.65,75.20,635,17274.4,39919.7,1547.8,180060.6,22.49,77.51,53849,185588.5,IPCC,3.51,11.76,,,,,,,,,,,,,,
5837,Muxia,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
5838,Muzykivska amalgamated territorial community,Ukraine,2013,7.60,4.84,82.28,0.21,5.07,863.8343,550.5476,9354.9748,24.0033,576.7519,2013,6.42,1.62,85.99,0.07,5.89,2420.9,612.4,32427.5,26.7,2221.5,11.36,76.42,4282.2,28817.4,LCA,4.10,13.59,,,,,,,,,,,,,12.22,4609.4
5839,Mykhailivska amalgamated territorial community,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,Muzzano,Italy,2014,0.88,27.76,68.91,0.92,1.28,23.156,727.2544,1805.4686,24.2112,33.5326,2014,0.78,28.90,68.59,0.46,1.15,86.18,3189.08,7569.72,50.44,127.02,8.25,69.03,910.08,7618.21,IPCC,3.81,16.06,,,22.72,2507.15,0.24,6.24,0.12,13,,,,,,
5841,Mykolaiv,Ukraine,2013,2.91,12.08,47.04,0.36,21.73,45472.307883,188743.76616,734660.960239,5646.771,339402.026,2013,3.39,10.43,55.86,0.20,30.12,143157,441151,2361714,8517,1273224,15.68,62.03,662741,2622668,IPCC,3.15,8.52,15.87,247924,,,,,,,,,,,22.29,942354
5842,"Mykolayiv, Lviv oblast",Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5843,Mykonos,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,Myrhorod,Ukraine,2007,5.92,6.10,29.64,0.70,34.76,14421.9056,14863.17547,72228.9175,1706.0352,84717.1446,2007,6.03,3.55,32.42,0.17,40.88,40460.6,23852.89,217560.7,1113.6,274332.3,7.31,80.68,49053.6,541367.3,LCA,5.86,16.13,,,,,22.88,55768.45953,16.95,113723.71,,,,,12.01,80622.9
5845,Myrnohrad,Ukraine,2012,48.95,,30.07,0.60,20.38,35693.1892,,21928.06,435.024,14857.554,2012,54.54,,25.04,0.17,20.25,156628.6,,71930,477,58170,5.44,94.56,15635,271570.6,IPCC,1.44,5.67,,,,,,,,,,,,,,
5846,Málaga,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,3.38,10.51,,,,,,,,,,,,,,
5847,Mánfa,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5848,Máriahalom,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,Márkó,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,Mátészalka Város Önkormányzata,Hungary,2013,4.41,9.75,40.68,0.36,12.34,2981.834,6591.288,27495.638,240.792,8344.526,2013,4.46,9.81,42.45,0.31,10.86,13514,29696,128527,948,32886,24.05,53.53,72811,162076,IPCC,3.94,17.66,,,17.63,53393,24.72,16707.546,23.56,71327,7.75,5235.532,8.55,25876,4.79,14494
5851,Máza,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,Mérida,Spain,2008,1.25,18.91,18.04,1.57,60.23,3473.5384,52445.84399,50032.46522,4364.184,167057.54637,2008,1.00,13.65,17.53,1.04,66.79,9542.91,130530.71,167656.31,9918.6,638790.51,22.17,73.55,212000.59,703484.7,IPCC,4.99,17.21,,,4.28,40953.75,,,,,,,,,,
5853,Mérida ,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,Mértola,Portugal,2008,1.60,3.59,11.33,1.63,76.29,712.84356,1601.82694,5056.12241,725.4585,34030.30366,2008,1.30,2.67,10.10,1.15,79.66,2111.75,4336.46,16405.15,1860.15,129402.38,10.72,89.28,17422.39,145026.39,IPCC,5.88,21.43,,,,,0.64,284.78732,0.49,798.5,4.92,2196.68034,4.64,7534.39,,
