,name,entity_type,country
7014,"MS&AD Insurance Group Holdings, Inc.",Investor,Japan
7015,bpost,Investor,Belgium
7016,bpost,Investor,Belgium
7017,bpost,Investor,Belgium
7018,Freshfields Bruckhaus Deringer,Supply Chain,United Kingdom of Great Britain and Northern Ireland
7019,Freshfields Bruckhaus Deringer,Supply Chain,United Kingdom of Great Britain and Northern Ireland
7020,Freshfields Bruckhaus Deringer,Supply Chain,United Kingdom of Great Britain and Northern Ireland
7021,Freshfields Bruckhaus Deringer,Supply Chain,United Kingdom of Great Britain and Northern Ireland
7022,Trinseo LLC,Investor,United States of America
7023,Digital Realty Trust Inc,Investor,United States of America
7024,Digital Realty Trust Inc,Investor,United States of America
7025,News Corp,Investor,United States of America
7026,Nishimatsu Construction Co Ltd,Investor,Japan
7027,Asahi Kasei Corporation,Investor,Japan
7028,Asics Corporation,Investor,Japan
7029,Asics Corporation,Investor,Japan
7030,Atos SE,Investor,France
7031,Atos SE,Investor,France
7032,AU Optronics,Investor,"Taiwan, Greater China"
7033,"Autodesk, Inc.",Investor,United States of America
7034,"Autodesk, Inc.",Investor,United States of America
7035,"Autodesk, Inc.",Investor,United States of America
7036,"Autodesk, Inc.",Investor,United States of America
7037,Aviva plc,Investor,United Kingdom of Great Britain and Northern Ireland
7038,BlackRock,Investor,United States of America
7039,"Brother Industries, Ltd.",Investor,Japan
7040,"Brother Industries, Ltd.",Investor,Japan
7041,Carrefour,Investor,France
7042,Carrefour,Investor,France
7043,"Casio Computer Co., Ltd.",Investor,Japan
7044,"Casio Computer Co., Ltd.",Investor,Japan
7045,"Casio Computer Co., Ltd.",Investor,Japan
7046,"Casio Computer Co., Ltd.",Investor,Japan
7047,China Development Financial Holdings,Investor,"Taiwan, Greater China"
7048,Daiwa Securities Group Inc.,Investor,Japan
7049,Dentsu Inc.,Investor,Japan
7050,Fujitsu Limited,Investor,Japan
7051,Fujitsu Limited,Investor,Japan
7052,Fujitsu Limited,Investor,Japan
7053,"Furukawa Electric Co., Ltd.",Investor,Japan
7054,General Mills Inc.,Investor,United States of America
7055,General Mills Inc.,Investor,United States of America
7056,General Mills Inc.,Investor,United States of America
7057,General Electric Company,Investor,United States of America
7058,Hitachi High-Technologies Corporation,Investor,Japan
7059,"The Home Depot, Inc.",Investor,United States of America
7060,"The Home Depot, Inc.",Investor,United States of America
7061,"The Home Depot, Inc.",Investor,United States of America
7062,Intel Corporation,Investor,United States of America
7063,Intel Corporation,Investor,United States of America
7064,JPMorgan Chase & Co.,Investor,United States of America
7065,Kajima Corporation,Investor,Japan
7066,Kajima Corporation,Investor,Japan
7067,Kajima Corporation,Investor,Japan
7068,Kajima Corporation,Investor,Japan
7069,Lion Corporation,Investor,Japan
7070,Lion Corporation,Investor,Japan
7071,"Marsh & McLennan Companies, Inc.",Investor,United States of America
7072,Microchip Technology,Investor,United States of America
7073,Nan Ya Plastics,Investor,"Taiwan, Greater China"
7074,Nan Ya Plastics,Investor,"Taiwan, Greater China"
7075,Nippon Yusen Kaisha Line,Investor,Japan
7076,"Ono Pharmaceutical Co., Ltd.",Investor,Japan
7077,"PepsiCo, Inc.",Investor,United States of America
7078,"PepsiCo, Inc.",Investor,United States of America
7079,Royal Bank of Scotland Group,Investor,United Kingdom of Great Britain and Northern Ireland
7080,Royal Bank of Scotland Group,Investor,United Kingdom of Great Britain and Northern Ireland
7081,"Shiseido Co., Ltd.",Investor,Japan
7082,"Shiseido Co., Ltd.",Investor,Japan
7083,"Shiseido Co., Ltd.",Investor,Japan
7084,"Shiseido Co., Ltd.",Investor,Japan
7085,"Shiseido Co., Ltd.",Investor,Japan
7086,"Shiseido Co., Ltd.",Investor,Japan
7087,"Sumitomo Chemical Co., Ltd.",Investor,Japan
7088,"Sumitomo Chemical Co., Ltd.",Investor,Japan
7089,"Sumitomo Electric Industries, Ltd.",Investor,Japan
7090,Sumitomo Mitsui Financial Group,Investor,Japan
7091,Taiwan Mobile Co. Ltd.,Investor,"Taiwan, Greater China"
7092,United Microelectronics,Investor,"Taiwan, Greater China"
7093,United Microelectronics,Investor,"Taiwan, Greater China"
7094,Vale,Investor,Brazil
7095,Vale,Investor,Brazil
7096,Lenovo Group,Investor,United States of America
7097,Macronix International,Investor,"Taiwan, Greater China"
7098,Macronix International,Investor,"Taiwan, Greater China"
7099,Asia Cement Corp,Investor,"Taiwan, Greater China"
7100,"MS&AD Insurance Group Holdings, Inc.",Investor,Japan
7101,"MS&AD Insurance Group Holdings, Inc.",Investor,Japan
7102,"MS&AD Insurance Group Holdings, Inc.",Investor,Japan
7103,Sanden,Supply Chain,Japan
7104,Toyoda Gosei,Investor,Japan
7105,Trinseo LLC,Investor,United States of America
7106,News Corp,Investor,United States of America
7107,Gefco,Supply Chain,France
7108,"Daifuku Co., Ltd.",Investor,Japan
7109,NUVOTON TECHNOLOGY,Supply Chain,"Taiwan, Greater China"
7110,NUVOTON TECHNOLOGY,Supply Chain,"Taiwan, Greater China"
7111,New Kinpo Group,Supply Chain,"Taiwan, Greater China"
7112,New Kinpo Group,Supply Chain,"Taiwan, Greater China"
7113,Entegris Inc,Supply Chain,United States of America
7114,CHINA STAPLE ENTERPRISE CORPORATION,Supply Chain,"Taiwan, Greater China"
7115,"Q.C. WITNESS INT. CO., LTD.",Supply Chain,"Taiwan, Greater China"
7116,CHU POWER TOOLS CO LTD,Supply Chain,
7117,"GWO UEI METALS INDUSTRY CO., LTD.",Supply Chain,
7118,3i Group,Investor,United Kingdom of Great Britain and Northern Ireland
7119,Abertis Infraestructuras,Investor,Spain
7120,Abertis Infraestructuras,Investor,Spain
7121,Abertis Infraestructuras,Investor,Spain
7122,ACCIONA S.A.,Investor,Spain
7123,ACCIONA S.A.,Investor,Spain
7124,ACCIONA S.A.,Investor,Spain
7125,ACCIONA S.A.,Investor,Spain
7126,The AES Corporation,Investor,United States of America
7127,"Adobe, Inc.",Investor,United States of America
7128,"Adobe, Inc.",Investor,United States of America
7129,"Adobe, Inc.",Investor,United States of America
7130,Alliance One International Inc.,Supply Chain,United States of America
7131,Allstate Insurance Company,Investor,United States of America
7132,Alten,Investor,France
7133,Alten,Investor,France
7134,American Express,Investor,United States of America
7135,American Express,Investor,United States of America
7136,American Express,Investor,United States of America
7137,Hitachi Rail STS,Investor,Italy
7138,AptarGroup,Investor,United States of America
7139,AptarGroup,Investor,United States of America
7140,AptarGroup,Investor,United States of America
7141,Asahi Kasei Corporation,Investor,Japan
7142,Asics Corporation,Investor,Japan
7143,Asics Corporation,Investor,Japan
7144,Astellas Pharma Inc.,Investor,Japan
7145,Atlantia,Investor,Italy
7146,Atos SE,Investor,France
7147,Atos SE,Investor,France
7148,Australia and New Zealand Banking Group,Investor,Australia
7149,Australia and New Zealand Banking Group,Investor,Australia
7150,Australia and New Zealand Banking Group,Investor,Australia
7151,"Autodesk, Inc.",Investor,United States of America
7152,"Autodesk, Inc.",Investor,United States of America
7153,"Autodesk, Inc.",Investor,United States of America
7154,"Autodesk, Inc.",Investor,United States of America
7155,"Automatic Data Processing, Inc.",Investor,United States of America
7156,"Automatic Data Processing, Inc.",Investor,United States of America
7157,Avaya,Supply Chain,United States of America
7158,Avaya,Supply Chain,United States of America
7159,Aviva plc,Investor,United Kingdom of Great Britain and Northern Ireland
7160,Aviva plc,Investor,United Kingdom of Great Britain and Northern Ireland
7161,Ball Corporation,Investor,United States of America
7162,Bank of America,Investor,United States of America
7163,Bank of America,Investor,United States of America
7164,Bank of America,Investor,United States of America
7165,Bank of Nova Scotia (Scotiabank),Investor,Canada
7166,Baxter International Inc.,Investor,United States of America
7167,BlackRock,Investor,United States of America
7168,BMW AG,Investor,Germany
7169,BMW AG,Investor,Germany
7170,Broadridge Financial Solutions Inc,Investor,United States of America
7171,BT Group,Investor,United Kingdom of Great Britain and Northern Ireland
7172,Burberry Group,Investor,United Kingdom of Great Britain and Northern Ireland
7173,CA Technologies,Investor,United States of America
7174,Capital One Financial,Investor,United States of America
7175,Capital One Financial,Investor,United States of America
7176,Cap Gemini,Investor,France
7177,Cap Gemini,Investor,France
7178,Carlsberg Breweries A/S,Investor,Denmark
7179,Carlsberg Breweries A/S,Investor,Denmark
7180,"Casio Computer Co., Ltd.",Investor,Japan
7181,"Casio Computer Co., Ltd.",Investor,Japan
7182,"Casio Computer Co., Ltd.",Investor,Japan
7183,"Casio Computer Co., Ltd.",Investor,Japan
7184,"Casio Computer Co., Ltd.",Investor,Japan
7185,"Casio Computer Co., Ltd.",Investor,Japan
7186,"Casio Computer Co., Ltd.",Investor,Japan
7187,"Casio Computer Co., Ltd.",Investor,Japan
7188,Samsung C&T,Investor,Republic of Korea
7189,Samsung C&T,Investor,Republic of Korea
7190,"Cisco Systems, Inc.",Investor,United States of America
7191,"Cisco Systems, Inc.",Investor,United States of America
7192,Citigroup Inc.,Investor,United States of America
7193,Citigroup Inc.,Investor,United States of America
7194,"CommScope, Inc.",Investor,United States of America
7195,Constantia Flexibles,Supply Chain,Austria
7196,Constantia Flexibles,Supply Chain,Austria
7197,Croda International,Investor,United Kingdom of Great Britain and Northern Ireland
7198,Cummins Inc.,Investor,United States of America
7199,Daimler AG,Investor,Germany
7200,"Daiwa House Industry Co., Ltd.",Investor,Japan
7201,"Daiwa House Industry Co., Ltd.",Investor,Japan
7202,Daiwa Securities Group Inc.,Investor,Japan
7203,Danone,Investor,France
7204,Dentsu Inc.,Investor,Japan
7205,Dentsu Inc.,Investor,Japan
7206,Dentsu Inc.,Investor,Japan
7207,Deutsche Bank AG,Investor,Germany
7208,Deutsche Post DHL Group,Investor,Germany
7209,The Dow Chemical Company,Investor,United States of America
7210,Downer EDI,Investor,Australia
7211,eBay Inc.,Investor,United States of America
7212,ECI Telecom,Supply Chain,Israel
7213,"Eisai Co., Ltd.",Investor,Japan
7214,Eltek AS,Investor,Norway
7215,Eltek AS,Investor,Norway
7216,Eltek AS,Investor,Norway
7217,Ericsson,Investor,Sweden
7218,Ericsson,Investor,Sweden
7219,Estee Lauder Companies Inc.,Investor,United States of America
7220,FERROVIAL,Investor,Spain
7221,FIRMENICH SA,Investor,Switzerland
7222,FIRMENICH SA,Investor,Switzerland
7223,FIRMENICH SA,Investor,Switzerland
7224,FIRMENICH SA,Investor,Switzerland
7225,Firstsource Solutions,Supply Chain,India
7226,Firstsource Solutions,Supply Chain,India
7227,FLSmidth & Co. A/S,Investor,Denmark
7228,FUJIFILM Holdings Corporation,Investor,Japan
7229,FUJIFILM Holdings Corporation,Investor,Japan
7230,FUJIFILM Holdings Corporation,Investor,Japan
7231,FUJIFILM Holdings Corporation,Investor,Japan
7232,FUJIFILM Holdings Corporation,Investor,Japan
7233,FUJIFILM Holdings Corporation,Investor,Japan
7234,Fujitsu Limited,Investor,Japan
7235,Fujitsu Limited,Investor,Japan
7236,Fujitsu Limited,Investor,Japan
7237,Naturgy Energy Group SA,Investor,Spain
7238,Geberit AG,Investor,Switzerland
7239,ENGIE,Investor,France
7240,General Mills Inc.,Investor,United States of America
7241,General Mills Inc.,Investor,United States of America
7242,General Mills Inc.,Investor,United States of America
7243,General Electric Company,Investor,United States of America
7244,Givaudan SA,Investor,Switzerland
7245,Givaudan SA,Investor,Switzerland
7246,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
7247,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
7248,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
7249,Godrej Consumer Products,Investor,India
7250,Godrej Industries,Investor,India
7251,Goldman Sachs Group Inc.,Investor,United States of America
7252,Goldman Sachs Group Inc.,Investor,United States of America
7253,Goldman Sachs Group Inc.,Investor,United States of America
7254,Hays,Investor,United Kingdom of Great Britain and Northern Ireland
7255,"Hitachi Construction Machinery Co., Ltd.",Investor,Japan
7256,Hindustan Zinc,Investor,India
7257,Hindustan Zinc,Investor,India
7258,Hitachi High-Technologies Corporation,Investor,Japan
7259,LafargeHolcim Ltd,Investor,Switzerland
7260,"The Home Depot, Inc.",Investor,United States of America
7261,"The Home Depot, Inc.",Investor,United States of America
7262,"The Home Depot, Inc.",Investor,United States of America
7263,Hyundai E&C,Investor,Republic of Korea
7264,Hyundai E&C,Investor,Republic of Korea
7265,Hyundai Motor Co,Investor,Republic of Korea
7266,Hyundai Motor Co,Investor,Republic of Korea
7267,Infosys Limited,Investor,India
7268,Infosys Limited,Investor,India
7269,Ingenico,Investor,France
7270,Ingenico,Investor,France
7271,Intel Corporation,Investor,United States of America
7272,Intel Corporation,Investor,United States of America
7273,Intel Corporation,Investor,United States of America
7274,Intel Corporation,Investor,United States of America
7275,Intuit Inc.,Investor,United States of America
7276,Intuit Inc.,Investor,United States of America
7277,Intuit Inc.,Investor,United States of America
7278,JCDecaux SA.,Investor,France
7279,JPMorgan Chase & Co.,Investor,United States of America
7280,JTEKT Corporation,Investor,Japan
7281,"Juniper Networks, Inc.",Investor,United States of America
7282,"Juniper Networks, Inc.",Investor,United States of America
7283,Kellogg Company,Investor,United States of America
7284,Kellogg Company,Investor,United States of America
7285,Kimberly-Clark Corporation,Investor,United States of America
7286,Kingspan Group PLC,Investor,Ireland
7287,Kingspan Group PLC,Investor,Ireland
7288,"Kokuyo Co., Ltd.",Investor,Japan
7289,"Kokuyo Co., Ltd.",Investor,Japan
7290,Komatsu Ltd.,Investor,Japan
7291,Kubota Corporation,Investor,Japan
7292,L'Oréal,Investor,France
7293,L'Oréal,Investor,France
7294,L'Oréal,Investor,France
7295,L'Oréal,Investor,France
7296,L'Oréal,Investor,France
7297,LANXESS AG,Investor,Germany
7298,LANXESS AG,Investor,Germany
7299,LANXESS AG,Investor,Germany
7300,LEGRAND,Investor,France
7301,LEGRAND,Investor,France
7302,LEGRAND,Investor,France
7303,"Lexmark International, Inc.",Investor,United States of America
7304,LG Electronics,Investor,Republic of Korea
7305,LG Electronics,Investor,Republic of Korea
7306,Mahindra & Mahindra,Investor,India
7307,Mahindra & Mahindra,Investor,India
7308,Marks and Spencer Group plc,Investor,United Kingdom of Great Britain and Northern Ireland
7309,Marks and Spencer Group plc,Investor,United Kingdom of Great Britain and Northern Ireland
7310,"Marsh & McLennan Companies, Inc.",Investor,United States of America
7311,Mastercard Incorporated,Investor,United States of America
7312,Mastercard Incorporated,Investor,United States of America
7313,"McCormick & Company, Incorporated",Investor,United States of America
7314,S&P Global,Investor,United States of America
7315,Merck KGaA,Investor,Germany
7316,"Merck & Co., Inc.",Investor,United States of America
7317,"MetLife, Inc.",Investor,United States of America
7318,"MetLife, Inc.",Investor,United States of America
7319,Metso,Investor,Finland
7320,Microchip Technology,Investor,United States of America
7321,"Mitsui Chemicals, Inc.",Investor,Japan
7322,Molson Coors Brewing Company,Investor,United States of America
7323,Molson Coors Brewing Company,Investor,United States of America
7324,Morgan Stanley,Investor,United States of America
7325,Morgan Stanley,Investor,United States of America
7326,Morgan Stanley,Investor,United States of America
7327,National Australia Bank,Investor,Australia
7328,Nestlé,Investor,Switzerland
7329,Nestlé,Investor,Switzerland
7330,Nestlé,Investor,Switzerland
7331,NetApp Inc.,Investor,United States of America
7332,"Nippon Express Co., Ltd.",Investor,Japan
7333,Nippon Yusen Kaisha Line,Investor,Japan
7334,"Nomura Holdings, Inc.",Investor,Japan
7335,Novozymes A/S,Investor,Denmark
7336,Novartis,Investor,Switzerland
7337,Novartis,Investor,Switzerland
7338,NSK Ltd.,Investor,Japan
7339,NTT Data Corporation,Investor,Japan
7340,NTN Corporation,Investor,Japan
7341,NTN Corporation,Investor,Japan
7342,NTN Corporation,Investor,Japan
7343,Orkla ASA,Investor,Norway
7344,Orkla ASA,Investor,Norway
7345,Orkla ASA,Investor,Norway
7346,Orkla ASA,Investor,Norway
7347,Orkla ASA,Investor,Norway
7348,Orkla ASA,Investor,Norway
7349,Panasonic Corporation,Investor,Japan
7350,Panasonic Corporation,Investor,Japan
7351,Panasonic Corporation,Investor,Japan
7352,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
7353,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
7354,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
7355,"PepsiCo, Inc.",Investor,United States of America
7356,"PepsiCo, Inc.",Investor,United States of America
7357,Pfizer Inc.,Investor,United States of America
7358,Pfizer Inc.,Investor,United States of America
7359,Koninklijke Philips NV,Investor,Netherlands
7360,Koninklijke Philips NV,Investor,Netherlands
7361,Koninklijke Philips NV,Investor,Netherlands
7362,Koninklijke Philips NV,Investor,Netherlands
7363,Prudential plc,Investor,United Kingdom of Great Britain and Northern Ireland
7364,QCS,Supply Chain,India
7365,PZ Cussons,Investor,United Kingdom of Great Britain and Northern Ireland
7366,QUALCOMM Inc.,Investor,United States of America
7367,Rakon,Supply Chain,New Zealand
7368,Rolls-Royce,Investor,United Kingdom of Great Britain and Northern Ireland
7369,Royal Bank of Scotland Group,Investor,United Kingdom of Great Britain and Northern Ireland
7370,Royal Bank of Scotland Group,Investor,United Kingdom of Great Britain and Northern Ireland
7371,salesforce.com,Investor,United States of America
7372,salesforce.com,Investor,United States of America
7373,salesforce.com,Investor,United States of America
7374,salesforce.com,Investor,United States of America
7375,salesforce.com,Investor,United States of America
7376,salesforce.com,Investor,United States of America
7377,SAP SE,Investor,Germany
7378,SAP SE,Investor,Germany
7379,SAP SE,Investor,Germany
7380,"Sekisui Chemical Co., Ltd.",Investor,Japan
7381,SNC-Lavalin Group Inc.,Investor,Canada
7382,Smith & Nephew,Investor,United Kingdom of Great Britain and Northern Ireland
7383,Sodexo,Investor,France
7384,Steelcase,Investor,United States of America
7385,Steelcase,Investor,United States of America
7386,Suez,Investor,France
7387,"Sumitomo Chemical Co., Ltd.",Investor,Japan
7388,"Sumitomo Chemical Co., Ltd.",Investor,Japan
7389,Sumitomo Mitsui Financial Group,Investor,Japan
7390,Symantec Corporation,Investor,United States of America
7391,Symantec Corporation,Investor,United States of America
7392,Symrise AG,Investor,Germany
7393,Tata Communications,Investor,India
7394,Tata Motors,Investor,India
7395,Tata Motors,Investor,India
7396,Tata Motors,Investor,India
7397,Tata Motors,Investor,India
7398,Takeda Pharmaceutical Company Limited,Investor,Japan
7399,Takeda Pharmaceutical Company Limited,Investor,Japan
7400,Takeda Pharmaceutical Company Limited,Investor,Japan
7401,Teradyne Inc.,Investor,United States of America
7402,Terex Corporation,Investor,United States of America
7403,Tesco,Investor,United Kingdom of Great Britain and Northern Ireland
7404,Tesco,Investor,United Kingdom of Great Britain and Northern Ireland
7405,Teva Pharmaceutical Industries Ltd,Investor,Israel
7406,Texas Instruments Incorporated,Investor,United States of America
7407,Technicolor SA,Investor,France
7408,Toto Ltd.,Investor,Japan
7409,Toto Ltd.,Investor,Japan
7410,Toto Ltd.,Investor,Japan
7411,Toyota Industries Corporation,Investor,Japan
7412,UCB SA,Investor,Belgium
7413,UCB SA,Investor,Belgium
7414,UCB SA,Investor,Belgium
7415,UCB SA,Investor,Belgium
7416,Uni-Charm Corporation,Investor,Japan
7417,Unilever plc,Investor,United Kingdom of Great Britain and Northern Ireland
7418,Unilever plc,Investor,United Kingdom of Great Britain and Northern Ireland
7419,Voestalpine AG,Investor,Austria
7420,Voestalpine AG,Investor,Austria
7421,Vodafone Group,Investor,United Kingdom of Great Britain and Northern Ireland
7422,"Walmart, Inc.",Investor,United States of America
7423,Wipro,Investor,India
7424,Wipro,Investor,India
7425,WorleyParsons,Investor,Australia
7426,"Yum! Brands, Inc.",Investor,United States of America
7427,YES BANK Limited,Investor,India
7428,Yokogawa Electric Corporation,Investor,Japan
7429,Yokogawa Electric Corporation,Investor,Japan
7430,adidas AG,Investor,Germany
7431,Lenovo Group,Investor,United States of America
7432,Danieli & C Officine Meccaniche S.p.A.,Investor,Italy
7433,Danieli & C Officine Meccaniche S.p.A.,Investor,Italy
7434,Vopak,Investor,Netherlands
7435,State Bank of India,Investor,India
7436,Senior Plc,Investor,United Kingdom of Great Britain and Northern Ireland
7437,Xilinx Inc,Investor,United States of America
7438,Western Digital Corp,Investor,United States of America
7439,Siemens Gamesa Renewable Energy SA,Investor,Spain
7440,J Sainsbury Plc,Investor,United Kingdom of Great Britain and Northern Ireland
7441,J Sainsbury Plc,Investor,United Kingdom of Great Britain and Northern Ireland
7442,J Sainsbury Plc,Investor,United Kingdom of Great Britain and Northern Ireland
7443,J Sainsbury Plc,Investor,United Kingdom of Great Britain and Northern Ireland
7444,Barry Callebaut AG,Investor,Switzerland
7445,Syniverse,Supply Chain,United States of America
7446,Syniverse,Supply Chain,United States of America
7447,EVRY ASA,Investor,Norway
7448,EVRY ASA,Investor,Norway
7449,Brembo SpA,Investor,Italy
7450,Brembo SpA,Investor,Italy
7451,Brembo SpA,Investor,Italy
7452,Barco NV,Investor,Belgium
7453,Superdry,Investor,United Kingdom of Great Britain and Northern Ireland
7454,"Amadeus IT Group, S.A.",Investor,Spain
7455,"Amadeus IT Group, S.A.",Investor,Spain
7456,Tata Global Beverages,Investor,India
7457,Signify NV,Investor,Netherlands
7458,Signify NV,Investor,Netherlands
7459,Sanden,Supply Chain,Japan
7460,Gestamp,Investor,Spain
7461,"VMware, Inc",Investor,United States of America
7462,Toyoda Gosei,Investor,Japan
7463,Cavium,Supply Chain,United States of America
7464,Cavium,Supply Chain,United States of America
7465,Cavium,Supply Chain,United States of America
7466,Reynders Label Printing,Supply Chain,Belgium
7467,Reynders Label Printing,Supply Chain,Belgium
7468,IMA SpA,Investor,Italy
7469,Nihon Kohden Corporation,Investor,Japan
7470,AbbVie Inc,Investor,United States of America
7471,AbbVie Inc,Investor,United States of America
7472,CNH Industrial NV,Investor,United Kingdom of Great Britain and Northern Ireland
7473,News Corp,Investor,United States of America
7474,News Corp,Investor,United States of America
7475,News Corp,Investor,United States of America
7476,News Corp,Investor,United States of America
7477,Gefco,Supply Chain,France
7478,ARVIND Ltd,Investor,India
7479,ARVIND Ltd,Investor,India
7480,Sopra Steria Group,Investor,France
7481,Sopra Steria Group,Investor,France
7482,Sopra Steria Group,Investor,France
7483,Sopra Steria Group,Investor,France
7484,"Daifuku Co., Ltd.",Investor,Japan
7485,Yachiyo,Supply Chain,Japan
7486,Varex Imaging Corporation,Investor,United States of America
7487,Alliance One International Inc.,Supply Chain,United States of America
7488,AptarGroup,Investor,United States of America
7489,AptarGroup,Investor,United States of America
7490,AptarGroup,Investor,United States of America
7491,Asics Corporation,Investor,Japan
7492,Asics Corporation,Investor,Japan
7493,Astellas Pharma Inc.,Investor,Japan
7494,Australia and New Zealand Banking Group,Investor,Australia
7495,Australia and New Zealand Banking Group,Investor,Australia
7496,Australia and New Zealand Banking Group,Investor,Australia
7497,"Autodesk, Inc.",Investor,United States of America
7498,"Autodesk, Inc.",Investor,United States of America
7499,"Autodesk, Inc.",Investor,United States of America
7500,"Autodesk, Inc.",Investor,United States of America
7501,Aviva plc,Investor,United Kingdom of Great Britain and Northern Ireland
7502,Aviva plc,Investor,United Kingdom of Great Britain and Northern Ireland
7503,Samsung C&T,Investor,Republic of Korea
7504,Samsung C&T,Investor,Republic of Korea
7505,Croda International,Investor,United Kingdom of Great Britain and Northern Ireland
7506,"Dai Nippon Printing Co., Ltd.",Investor,Japan
7507,Daimler AG,Investor,Germany
7508,"Daiwa House Industry Co., Ltd.",Investor,Japan
7509,"Daiwa House Industry Co., Ltd.",Investor,Japan
7510,Danone,Investor,France
7511,Dentsu Inc.,Investor,Japan
7512,Deutsche Bank AG,Investor,Germany
7513,FIRMENICH SA,Investor,Switzerland
7514,FIRMENICH SA,Investor,Switzerland
7515,FIRMENICH SA,Investor,Switzerland
7516,FIRMENICH SA,Investor,Switzerland
7517,FLSmidth & Co. A/S,Investor,Denmark
7518,FUJI OIL HOLDINGS INC.,Investor,Japan
7519,FUJI OIL HOLDINGS INC.,Investor,Japan
7520,FUJI OIL HOLDINGS INC.,Investor,Japan
7521,Fujitsu Limited,Investor,Japan
7522,Fujitsu Limited,Investor,Japan
7523,Fujitsu Limited,Investor,Japan
7524,"Furukawa Electric Co., Ltd.",Investor,Japan
7525,General Electric Company,Investor,United States of America
7526,Givaudan SA,Investor,Switzerland
7527,Givaudan SA,Investor,Switzerland
7528,GS Engineering & Construction,Investor,Republic of Korea
7529,"Hitachi Construction Machinery Co., Ltd.",Investor,Japan
7530,Hitachi High-Technologies Corporation,Investor,Japan
7531,Hyundai E&C,Investor,Republic of Korea
7532,Hyundai E&C,Investor,Republic of Korea
7533,Ingenico,Investor,France
7534,Ingenico,Investor,France
7535,Inmarsat,Investor,United Kingdom of Great Britain and Northern Ireland
7536,Inpex Corporation,Investor,Japan
7537,Inpex Corporation,Investor,Japan
7538,LIXIL Group Corporation,Investor,Japan
7539,LIXIL Group Corporation,Investor,Japan
7540,Kajima Corporation,Investor,Japan
7541,Kajima Corporation,Investor,Japan
7542,Kajima Corporation,Investor,Japan
7543,Kajima Corporation,Investor,Japan
7544,Kimberly-Clark Corporation,Investor,United States of America
7545,Komatsu Ltd.,Investor,Japan
7546,Kubota Corporation,Investor,Japan
7547,L'Oréal,Investor,France
7548,L'Oréal,Investor,France
7549,L'Oréal,Investor,France
7550,L'Oréal,Investor,France
7551,L'Oréal,Investor,France
7552,LEGRAND,Investor,France
7553,LEGRAND,Investor,France
7554,LEGRAND,Investor,France
7555,"Lexmark International, Inc.",Investor,United States of America
7556,LG Electronics,Investor,Republic of Korea
7557,LG Electronics,Investor,Republic of Korea
7558,"Marsh & McLennan Companies, Inc.",Investor,United States of America
7559,Mastercard Incorporated,Investor,United States of America
7560,Mastercard Incorporated,Investor,United States of America
7561,"Merck & Co., Inc.",Investor,United States of America
7562,"Mitsui Chemicals, Inc.",Investor,Japan
7563,Morgan Stanley,Investor,United States of America
7564,Morgan Stanley,Investor,United States of America
7565,Morgan Stanley,Investor,United States of America
7566,National Australia Bank,Investor,Australia
7567,Nestlé,Investor,Switzerland
7568,Nestlé,Investor,Switzerland
7569,"Nippon Express Co., Ltd.",Investor,Japan
7570,Nippon Yusen Kaisha Line,Investor,Japan
7571,NOK Corporation,Investor,Japan
7572,"Nissan Motor Co., Ltd.",Investor,Japan
7573,"Nissan Motor Co., Ltd.",Investor,Japan
7574,Novartis,Investor,Switzerland
7575,Novartis,Investor,Switzerland
7576,NSK Ltd.,Investor,Japan
7577,OMRON Corporation,Investor,Japan
7578,OMRON Corporation,Investor,Japan
7579,OMRON Corporation,Investor,Japan
7580,Panasonic Corporation,Investor,Japan
7581,Panasonic Corporation,Investor,Japan
7582,Panasonic Corporation,Investor,Japan
7583,Koninklijke Philips NV,Investor,Netherlands
7584,Koninklijke Philips NV,Investor,Netherlands
7585,Koninklijke Philips NV,Investor,Netherlands
7586,Koninklijke Philips NV,Investor,Netherlands
7587,Philip Morris International,Investor,United States of America
7588,Philip Morris International,Investor,United States of America
7589,Philip Morris International,Investor,United States of America
7590,Philip Morris International,Investor,United States of America
7591,Prudential plc,Investor,United Kingdom of Great Britain and Northern Ireland
7592,Prysmian SpA,Investor,Italy
7593,PZ Cussons,Investor,United Kingdom of Great Britain and Northern Ireland
7594,QUALCOMM Inc.,Investor,United States of America
7595,Repsol,Investor,Spain
7596,Royal Bank of Scotland Group,Investor,United Kingdom of Great Britain and Northern Ireland
7597,Royal Bank of Scotland Group,Investor,United Kingdom of Great Britain and Northern Ireland
7598,"Secom Co., Ltd.",Investor,Japan
7599,"Secom Co., Ltd.",Investor,Japan
7600,"Secom Co., Ltd.",Investor,Japan
7601,Seiko Epson Corporation,Investor,Japan
7602,Meliá Hotels International S.A.,Investor,Spain
7603,Meliá Hotels International S.A.,Investor,Spain
7604,Suez,Investor,France
7605,"Sumitomo Electric Industries, Ltd.",Investor,Japan
7606,"Sumitomo Forestry Co., Ltd.",Investor,Japan
7607,"Sumitomo Forestry Co., Ltd.",Investor,Japan
